Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Zoran Ilic,HUN,43,RB,0,0,2,0,0,0,0,0,2,0,0,0,3,3,0,3,0,5,0,1,4,179.0,0
Petar Djordjic,SRB,44,LB,0,0,1,1,0,0,0,1,0,0,0,0,7,7,0,0,0,2,0,0,4,26.0,0
Daniel Dujshebaev Dovichebaeva,ESP,59,LB,0,0,1,0,0,0,0,1,2,0,1,0,0,2,0,0,0,5,2,2,1,92.0,0
Filip Taleski,MKD,11,LB,0,0,1,2,0,0,0,0,1,0,0,0,5,7,0,1,0,3,0,0,3,103.0,0
Tomas Piroch,CZE,7,RB,0,0,0,1,0,0,7,1,1,0,0,0,2,4,0,0,0,4,0,0,4,134.0,0
Petros Kandylas,GRE,24,CB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,3,1,56.0,0
Mads Mensah Larsen,DEN,22,CB,0,0,3,1,0,0,1,0,0,0,0,0,0,3,0,2,0,6,1,1,3,90.0,0
Nikolaos Liapis,GRE,8,LP,0,0,5,3,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,2,74.0,0
Joaquim Rebelo Vila Nova Nazaré,POR,55,RB,0,0,1,0,0,0,0,0,1,0,0,0,4,5,0,1,0,4,0,1,3,63.0,0
Uros Borzas,SRB,13,LB,0,0,1,1,0,0,1,0,0,0,0,0,5,1,0,0,0,5,0,0,3,50.0,0
Nemanja Grbovic,MNE,90,LP,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,67.0,0
Vasilije Kaludjerovic,MNE,17,LB,0,0,1,1,0,0,0,1,1,0,0,0,3,4,0,1,0,2,1,0,7,69.0,0
Matic Suholeznik,SLO,95,LP,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,5,117.0,0
Zharko Peshevski,MKD,33,LP,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,68.0,0
Justus Fischer,GER,14,LP,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,55.0,0
Dino Hamidovic,BIH,23,LB,0,0,0,1,0,0,1,0,0,0,0,0,3,10,0,3,0,4,0,0,2,64.0,0
Markus Mahr,AUT,6,LB,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,8,0,0,3,40.0,0
Mirko Herceg,BIH,5,LB,0,0,2,0,0,0,0,1,0,0,0,0,4,15,0,1,0,3,0,0,8,115.0,0
Domagoj Duvnjak,CRO,5,CB,0,0,0,1,0,0,0,0,0,0,1,1,7,3,0,1,0,2,0,1,5,86.0,0
