Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Francisco Costa,POR,26,RB,6,2,8,5,3,2,6,1,1,1,0,0,6,16,0,0,0,13,1,0,7,262.0,1
Borut Mackovsek,SLO,51,LB,1,1,10,1,0,0,1,0,2,0,2,2,14,17,0,2,0,16,4,5,8,336.0,1
Dani Baijens,NED,77,LB,0,0,6,5,0,0,5,3,7,1,0,1,8,9,0,1,0,17,2,0,8,261.0,1
Ómar Ingi Magnusson,ISL,14,RB,8,7,2,1,0,0,6,1,0,0,0,0,3,8,0,0,0,11,2,1,12,187.0,1
Elliði Viðarsson,ISL,18,LP,0,0,15,7,0,0,0,0,0,0,5,6,1,1,2,8,0,6,4,3,3,248.0,1
Magnus Saugstrup Jensen,DEN,15,LP,0,0,10,3,0,0,0,0,4,1,0,0,0,0,0,2,0,11,6,9,1,405.0,1
Salvador Salvador,POR,31,LB,0,0,2,4,0,0,1,0,4,1,5,5,2,6,0,4,0,10,6,1,3,239.0,1
Viggó Kristjánsson,ISL,7,RB,10,3,2,2,0,0,5,0,4,0,3,3,5,8,0,2,0,13,0,0,7,202.0,1
Máté Lékai,HUN,66,CB,9,6,6,6,0,0,9,2,0,1,3,3,2,10,0,2,0,18,1,0,19,251.0,1
Johannes Golla,GER,4,LP,0,0,25,9,0,0,0,0,3,2,3,4,0,0,0,5,0,7,9,6,7,419.0,1
Ludovic Fabregas,FRA,23,LP,0,0,37,5,0,0,0,0,5,0,2,2,0,1,1,7,0,13,3,5,2,354.0,1
