Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Viran Morros de Argila,ESP,24,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,43.0,2
Dan Lucian Vasile,ROU,12,GK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.0,2
Remi Desbonnet,FRA,92,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,167.0,2
Arjan Versteijnen,NED,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0,2
Bozo Andjelic,MNE,32,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,23.0,2
Marvin Lier,SUI,9,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2
Maximilian Gerbl,SUI,27,RW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2
Eric Damböck,AUT,45,LW,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.0,2
Nicholas Satchwell,FAR,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,2
Jan Hrdlicka,CZE,4,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2
Urban Lesjak,SLO,90,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,2
Niklas Landin Jacobsen,DEN,1,GK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,229.0,2
Robert Mihai Militaru,ROU,8,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,73.0,2
Martijn Kleijkers,NED,21,LP,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,2
Diogo Rêma Marques,POR,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,2
Nikola Mitrevski,MKD,1,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,2
Henrik Møllgaard Jensen,DEN,21,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,122.0,2
Simon Möller,SWE,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.0,2
Mehdi Ben Romdhane,SUI,44,CB,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,18.0,2
Torbjørn Sittrup Bergerud,NOR,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,265.0,2
Admir Ahmetasevic,BIH,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,2
Tomas Mrkva,CZE,1,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148.0,2
Filip Ivic,CRO,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0,2
Stefanos Michailidis,GRE,13,LP,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,71.0,2
Lukáš Morkovský,CZE,39,CB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,3.0,2
