Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Simen Ulstad Lyse,NOR,43,LB,0,0,0,2,0,0,0,0,1,0,0,0,7,16,0,0,0,15,0,0,2,131.0,2
Szymon Sicko,POL,9,LB,1,0,8,1,0,0,1,0,0,0,0,0,9,10,0,0,0,8,2,0,6,104.0,2
Savvas Savvas,GRE,77,LB,0,2,0,4,0,0,0,0,1,0,0,0,7,8,0,0,0,3,0,0,6,94.0,2
Branko Vujovic,MNE,11,RB,0,0,1,1,2,0,0,1,1,0,1,2,10,9,0,1,0,5,2,0,7,119.0,2
Dean Bombac,SLO,44,CB,3,1,3,4,0,0,1,1,0,0,0,0,3,8,0,0,0,15,0,0,11,237.0,2
Mateo Maraš,CRO,20,RB,0,0,1,1,0,0,1,0,1,0,0,0,6,11,0,3,0,2,0,1,3,93.0,2
Haukur Thrastarson,ISL,25,CB,0,0,5,1,0,0,2,0,0,0,0,0,3,10,0,0,0,8,1,1,4,68.0,2
Igor Karacic,CRO,18,CB,0,0,3,3,1,0,7,1,0,0,0,0,8,8,0,0,0,9,0,1,10,145.0,2
Gergö Fazekas,HUN,24,CB,0,0,2,2,0,0,7,2,0,0,0,0,9,2,0,1,0,13,2,0,7,157.0,2
Irakli Kbilashvili,GEO,10,CB,0,0,3,0,0,0,0,2,2,0,0,0,1,6,0,1,0,10,1,1,13,122.0,2
Filip Kuzmanovski,MKD,18,CB,0,2,0,1,0,0,3,0,0,2,0,0,5,6,0,0,0,17,0,0,13,93.0,2
Gábor Ancsin,HUN,33,RB,0,0,4,1,0,1,3,1,0,0,0,0,17,21,0,4,0,10,0,1,8,215.0,2
Aron Pálmarsson,ISL,4,LB,0,0,5,3,0,0,2,1,2,0,1,1,15,13,0,2,0,21,5,0,6,242.0,2
Demis Cosmin Grigoras,ROU,14,RB,0,0,5,3,0,0,3,0,0,0,0,0,3,9,0,0,0,5,1,0,3,76.0,2
Mikkel Hansen,DEN,24,LB,26,3,3,0,0,0,1,2,0,0,0,0,5,9,0,0,0,14,0,0,4,97.0,2
Renars Uscins,GER,23,RB,0,0,4,3,0,0,7,3,1,0,0,0,5,10,0,0,0,10,0,0,11,154.0,2
Vuko Borozan,MNE,87,LB,0,0,2,3,0,0,2,1,1,0,0,0,12,15,0,1,0,7,3,0,6,111.0,2
Giorgi Tskhovrebadze,GEO,11,RB,7,3,1,0,0,0,1,1,0,0,1,1,11,15,0,0,0,3,2,0,7,136.0,2
Lenny Rubin,SUI,4,LB,0,0,0,0,0,0,2,0,1,1,0,0,4,12,0,1,0,5,2,2,6,117.0,2
Daniel Stanciuc,ROU,4,LB,0,0,4,1,0,0,3,3,0,0,0,0,0,1,0,0,0,11,0,0,6,105.0,2
Miha Zarabec,SLO,23,CB,1,0,7,1,1,0,7,3,1,0,1,1,4,4,0,0,0,15,1,1,11,176.0,2
Boris Zivkovic,AUT,30,RB,0,0,2,6,0,0,4,3,0,0,5,1,4,8,0,0,0,15,0,1,12,179.0,2
Miguel Martins,POR,10,CB,0,0,3,4,0,0,2,2,0,0,0,0,9,9,0,1,0,10,0,0,12,158.0,2
Viggó Kristjánsson,ISL,7,RB,10,3,2,2,0,0,5,0,4,0,3,3,5,8,0,2,0,13,0,0,7,202.0,2
Michael Damgaard Nielsen,DEN,27,LB,0,0,3,6,0,0,4,1,0,0,0,0,10,11,0,0,0,3,0,0,4,95.0,2
Manuel Zehnder,SUI,8,LB,1,1,2,1,0,0,4,2,0,0,1,2,5,7,0,0,0,4,1,0,5,97.0,2
Zvonimir Srna,CRO,58,LB,0,0,5,0,0,0,2,0,3,0,0,2,10,12,1,5,0,19,1,3,16,238.0,2
Achilleas Toskas,GRE,15,RB,0,0,0,1,0,0,2,0,0,0,0,0,8,8,0,0,0,4,0,0,8,94.0,2
Jonathan Carlsbogard,SWE,2,LB,0,0,7,0,0,0,8,2,0,0,1,1,3,8,0,2,0,11,1,5,6,330.0,2
