Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Andre Schmid,SUI,2,CB,0,2,3,1,0,0,2,1,3,0,1,1,10,13,0,0,0,13,1,0,8,147.0,1
Dominik Mathe,HUN,23,RB,3,1,3,0,0,1,1,3,0,0,0,1,7,4,0,1,0,8,1,0,8,52.0,1
Petter Øverby,NOR,11,LP,0,0,14,6,0,0,0,0,1,0,0,0,0,0,1,3,0,5,3,5,2,216.0,1
Rasmus Lauge Schmidt,DEN,11,CB,0,0,4,0,0,0,4,0,0,0,0,0,2,8,0,1,0,15,1,2,9,170.0,1
Tomislav Jagurinovski,MKD,34,RB,0,0,1,1,0,0,1,0,2,0,1,1,2,3,0,0,0,10,2,0,11,112.0,1
Veron Nacinovic,CRO,21,LP,0,0,18,6,0,0,0,0,0,0,0,0,1,0,0,5,0,4,1,4,5,232.0,1
Alexandre Cavalcanti,POR,24,LB,0,0,1,2,0,0,0,1,0,0,0,0,4,2,0,7,0,10,4,1,6,223.0,1
Tobias Wagner,AUT,55,LP,0,0,23,10,1,0,0,0,0,0,6,1,0,1,0,2,0,2,0,0,2,212.0,1
Marko Panic,BIH,10,RB,4,3,0,1,0,0,1,0,0,0,0,0,8,15,0,0,0,6,1,0,4,125.0,1
Teimuraz Orjonikidze,GEO,14,LB,0,0,1,0,0,0,2,2,1,0,0,0,8,9,0,0,0,7,2,0,5,139.0,1
Nejc Cehte,SLO,17,RB,0,0,9,2,0,0,5,1,1,0,0,0,4,10,0,2,0,7,2,0,5,277.0,1
Ómar Ingi Magnusson,ISL,14,RB,8,7,2,1,0,0,6,1,0,0,0,0,3,8,0,0,0,11,2,1,12,187.0,1
Niclas Vest Kirkeløkke,DEN,3,RB,0,0,2,1,7,3,1,0,2,0,0,0,9,4,0,5,0,6,0,2,6,467.0,1
Eric Johansson,SWE,42,LB,0,0,3,0,0,0,1,3,1,0,0,0,5,12,0,0,0,15,1,3,5,101.0,1
Oscar Bergendahl,SWE,32,LP,0,0,10,3,0,0,0,1,1,1,0,0,0,0,0,7,0,5,3,2,4,229.0,1
Lazar Kukic,SRB,24,CB,0,0,2,3,0,0,6,1,0,0,0,0,4,2,0,0,0,6,2,0,8,83.0,1
Jure Dolenec,SLO,11,RB,0,2,6,2,0,0,5,0,1,0,0,0,7,6,0,1,0,16,0,1,10,191.0,1
Luís Frade,POR,82,LP,0,0,23,10,0,0,0,1,2,0,0,0,0,0,0,3,0,8,1,1,4,262.0,1
Kentin Mahé,FRA,14,CB,8,3,5,1,0,0,1,2,0,0,2,2,5,3,0,1,0,9,1,0,4,72.0,1
Zoltan Szita,HUN,30,LB,0,0,2,0,1,0,1,0,2,0,0,0,5,8,0,1,0,7,3,0,7,222.0,1
Magnus Saugstrup Jensen,DEN,15,LP,0,0,10,3,0,0,0,0,4,1,0,0,0,0,0,2,0,11,6,9,1,405.0,1
Christian O'Sullivan,NOR,24,CB,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,8,6,0,4,161.0,1
Szymon Sicko,POL,9,LB,1,0,8,1,0,0,1,0,0,0,0,0,9,10,0,0,0,8,2,0,6,104.0,1
