Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Domagoj Duvnjak,CRO,5,CB,0,0,0,1,0,0,0,0,0,0,1,1,7,3,0,1,0,2,0,1,5,86.0,5
Marko Mitev,MKD,10,CB,2,0,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,7,0,0,6,98.0,5
Tobias Schjølberg Grøndahl,NOR,22,CB,4,3,2,2,1,0,1,0,0,0,0,0,7,2,0,0,0,10,0,0,5,72.0,5
Tomislav Jagurinovski,MKD,34,RB,0,0,1,1,0,0,1,0,2,0,1,1,2,3,0,0,0,10,2,0,11,112.0,5
Óli Mittún,FAR,78,LB,0,0,1,2,0,0,4,3,0,0,0,0,2,4,0,0,0,9,0,0,1,87.0,5
Marko Panic,BIH,10,RB,4,3,0,1,0,0,1,0,0,0,0,0,8,15,0,0,0,6,1,0,4,125.0,5
Dimitrios Panagiotou,GRE,5,CB,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,5,0,0,4,59.0,5
Tomas Babak,CZE,19,CB,0,0,1,1,0,0,3,2,0,0,0,0,0,2,0,0,0,3,1,0,4,47.0,5
Teimuraz Orjonikidze,GEO,14,LB,0,0,1,0,0,0,2,2,1,0,0,0,8,9,0,0,0,7,2,0,5,139.0,5
Eric Johansson,SWE,42,LB,0,0,3,0,0,0,1,3,1,0,0,0,5,12,0,0,0,15,1,3,5,101.0,5
Janus Dadi Smarason,ISL,3,CB,0,0,2,3,0,0,5,0,0,0,0,0,5,4,0,0,0,7,2,0,4,89.0,5
Philipp Weber,GER,20,CB,1,1,1,0,0,0,2,3,0,0,0,0,4,2,0,0,0,6,0,0,3,45.0,5
Nicolas Raemy,SUI,15,RB,0,0,0,0,0,1,1,3,0,0,1,1,1,2,0,0,0,3,0,0,2,55.0,5
Lazar Kukic,SRB,24,CB,0,0,2,3,0,0,6,1,0,0,0,0,4,2,0,0,0,6,2,0,8,83.0,5
Ivan Djonov,MKD,38,LB,0,0,1,0,2,0,3,1,0,0,0,0,0,2,0,1,0,4,0,0,4,77.0,5
Radojica Cepic,MNE,9,CB,0,0,2,1,0,0,1,2,0,0,0,0,0,1,0,2,0,2,2,0,5,110.0,5
Piotr Jedraszczyk,POL,4,CB,0,0,2,2,0,0,5,0,0,0,0,0,1,1,0,0,0,6,0,0,2,51.0,5
Theodoros Boskos,GRE,6,LB,0,0,0,0,0,0,2,0,1,0,0,0,5,7,0,1,0,4,1,0,4,60.0,5
Gøran Søgard Johannessen,NOR,23,LB,0,0,5,3,0,0,3,0,1,0,0,0,4,3,0,1,0,6,0,0,6,113.0,5
Agustín Casado Marcelo,ESP,25,LB,0,0,0,1,0,0,3,0,0,0,2,0,3,2,0,0,0,6,0,0,9,82.0,5
Kentin Mahé,FRA,14,CB,8,3,5,1,0,0,1,2,0,0,2,2,5,3,0,1,0,9,1,0,4,72.0,5
Zoltan Szita,HUN,30,LB,0,0,2,0,1,0,1,0,2,0,0,0,5,8,0,1,0,7,3,0,7,222.0,5
Stanislav Kasparek,CZE,17,RB,0,0,1,0,0,0,1,1,0,0,0,0,6,8,0,3,0,1,0,0,1,53.0,5
Janko Bozovic,AUT,7,RB,0,0,1,0,0,0,1,1,0,0,3,1,5,6,0,1,0,2,0,0,2,95.0,5
Simen Ulstad Lyse,NOR,43,LB,0,0,0,2,0,0,0,0,1,0,0,0,7,16,0,0,0,15,0,0,2,131.0,5
Charalampos Mallios,GRE,11,CB,3,1,1,1,0,0,0,1,0,0,0,0,4,6,0,0,0,3,0,0,2,44.0,5
Szymon Sicko,POL,9,LB,1,0,8,1,0,0,1,0,0,0,0,0,9,10,0,0,0,8,2,0,6,104.0,5
Savvas Savvas,GRE,77,LB,0,2,0,4,0,0,0,0,1,0,0,0,7,8,0,0,0,3,0,0,6,94.0,5
Branko Vujovic,MNE,11,RB,0,0,1,1,2,0,0,1,1,0,1,2,10,9,0,1,0,5,2,0,7,119.0,5
Dean Bombac,SLO,44,CB,3,1,3,4,0,0,1,1,0,0,0,0,3,8,0,0,0,15,0,0,11,237.0,5
Mateo Maraš,CRO,20,RB,0,0,1,1,0,0,1,0,1,0,0,0,6,11,0,3,0,2,0,1,3,93.0,5
Haukur Thrastarson,ISL,25,CB,0,0,5,1,0,0,2,0,0,0,0,0,3,10,0,0,0,8,1,1,4,68.0,5
Irakli Kbilashvili,GEO,10,CB,0,0,3,0,0,0,0,2,2,0,0,0,1,6,0,1,0,10,1,1,13,122.0,5
Filip Kuzmanovski,MKD,18,CB,0,2,0,1,0,0,3,0,0,2,0,0,5,6,0,0,0,17,0,0,13,93.0,5
Marko Davidovic,BIH,34,CB,0,0,0,1,0,1,3,0,1,0,0,0,3,3,0,0,0,7,0,0,6,110.0,5
Demis Cosmin Grigoras,ROU,14,RB,0,0,5,3,0,0,3,0,0,0,0,0,3,9,0,0,0,5,1,0,3,76.0,5
Mikkel Hansen,DEN,24,LB,26,3,3,0,0,0,1,2,0,0,0,0,5,9,0,0,0,14,0,0,4,97.0,5
Ariel Pietrasik,POL,12,LB,0,0,0,2,0,0,1,0,1,0,1,1,5,5,0,0,0,2,0,0,1,81.0,5
Giorgi Tskhovrebadze,GEO,11,RB,7,3,1,0,0,0,1,1,0,0,1,1,11,15,0,0,0,3,2,0,7,136.0,5
Lenny Rubin,SUI,4,LB,0,0,0,0,0,0,2,0,1,1,0,0,4,12,0,1,0,5,2,2,6,117.0,5
Daniel Stanciuc,ROU,4,LB,0,0,4,1,0,0,3,3,0,0,0,0,0,1,0,0,0,11,0,0,6,105.0,5
Michael Damgaard Nielsen,DEN,27,LB,0,0,3,6,0,0,4,1,0,0,0,0,10,11,0,0,0,3,0,0,4,95.0,5
Manuel Zehnder,SUI,8,LB,1,1,2,1,0,0,4,2,0,0,1,2,5,7,0,0,0,4,1,0,5,97.0,5
Egon Hanusz,HUN,77,CB,0,0,2,0,0,0,4,1,1,0,0,0,1,1,0,1,0,5,0,0,3,55.0,5
Ivan Martinovic,CRO,51,RB,0,0,0,0,0,0,8,0,0,0,2,2,0,2,0,0,0,4,1,0,2,68.0,5
Achilleas Toskas,GRE,15,RB,0,0,0,1,0,0,2,0,0,0,0,0,8,8,0,0,0,4,0,0,8,94.0,5
