Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Viran Morros de Argila,ESP,24,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,43.0,5
Dan Lucian Vasile,ROU,12,GK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.0,5
Remi Desbonnet,FRA,92,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,167.0,5
Arjan Versteijnen,NED,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0,5
Bozo Andjelic,MNE,32,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,23.0,5
Marvin Lier,SUI,9,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,5
Maximilian Gerbl,SUI,27,RW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,5
Eric Damböck,AUT,45,LW,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.0,5
Nicholas Satchwell,FAR,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,5
Jan Hrdlicka,CZE,4,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5
Urban Lesjak,SLO,90,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,5
Niklas Landin Jacobsen,DEN,1,GK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,229.0,5
Robert Mihai Militaru,ROU,8,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,73.0,5
Martijn Kleijkers,NED,21,LP,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,5
Diogo Rêma Marques,POR,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,5
Nikola Mitrevski,MKD,1,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,5
Simon Möller,SWE,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.0,5
Mehdi Ben Romdhane,SUI,44,CB,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,18.0,5
Torbjørn Sittrup Bergerud,NOR,30,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,265.0,5
Admir Ahmetasevic,BIH,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,5
Joaquim Rebelo Vila Nova Nazaré,POR,55,RB,0,0,1,0,0,0,0,0,1,0,0,0,4,5,0,1,0,4,0,1,3,63.0,5
Uros Borzas,SRB,13,LB,0,0,1,1,0,0,1,0,0,0,0,0,5,1,0,0,0,5,0,0,3,50.0,5
Tomas Mrkva,CZE,1,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148.0,5
Filip Ivic,CRO,16,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0,5
Stefanos Michailidis,GRE,13,LP,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,71.0,5
Lukáš Morkovský,CZE,39,CB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,3.0,5
Joel Willecke,SUI,30,LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,5
